id_transaccion,id_cliente,fecha_compra,categoria_prod,precio_bruto,descuento_aplicado,metodo_pago,edad_cliente
115753,11908,2024-01-03,Moda,144.17,0.0,Efectivo,42.0
115770,10018,2024-01-03,Hogar,557.35,0.0,Efectivo,65.0
121049,12324,2024-01-03,Moda,405.48,0.0,Tarjeta de Crédito,65.0
116511,14779,2024-01-03,Moda,70.54,0.05,Efectivo,55.0
114330,12379,2024-01-03,Moda,296.73,0.05,Tarjeta de Crédito,22.0
129964,14049,2024-01-03,Audio,179.99,0.0,Billetera Digital,65.0
134895,12882,2024-01-03,Electro,644.2,0.0,Efectivo,42.0
143359,12172,2024-01-03,Hogar,133.51,0.0,Transferencia,42.0
105510,12112,2024-01-03,Hogar,243.25,0.0,Efectivo,22.0
144218,12155,2024-01-03,Electro,202.33,0.05,Billetera Digital,35.0
102359,12320,2024-01-03,Electro,112.12,0.0,Tarjeta de Crédito,55.0
127034,12069,2024-01-03,Moda,688.12,0.0,Billetera Digital,35.0
119296,13634,2024-01-03,Electro,569.67,0.05,Tarjeta de Crédito,22.0
123663,12721,2024-01-03,Hogar,623.78,0.0,Transferencia,28.0
114204,13123,2024-01-03,Electro,318.38,0.05,Billetera Digital,28.0
140561,10958,2024-01-03,Hogar,164.97,0.1,Efectivo,65.0
135042,13134,2024-01-03,Audio,210.53,0.0,Efectivo,22.0
135039,12983,2024-01-03,Moda,578.05,0.1,Tarjeta de Crédito,22.0
128889,11693,2024-01-03,Deportes,127.54,0.05,Efectivo,22.0
115822,10967,2024-01-03,Deportes,551.47,0.0,Billetera Digital,35.0
100219,14548,2024-01-03,Deportes,273.68,0.05,Billetera Digital,28.0
113062,11953,2024-01-03,Electro,124.07,0.0,Tarjeta de Crédito,55.0
100607,12779,2024-01-03,Electro,231.26,0.0,Efectivo,28.0
111611,13614,2024-01-03,Moda,500.12,0.05,Tarjeta de Crédito,35.0
145425,14372,2024-01-03,Audio,426.9,0.0,Billetera Digital,28.0
109298,12431,2024-01-03,Audio,421.57,0.0,Efectivo,28.0
123869,13446,2024-01-03,Deportes,191.04,0.0,Billetera Digital,42.0
105291,13715,2024-01-03,Moda,253.74,0.1,Transferencia,28.0
145430,10340,2024-01-03,Electro,201.64,0.0,Tarjeta de Crédito,35.0
132604,13856,2024-01-03,Electro,116.64,0.0,Transferencia,55.0
132959,10836,2024-01-03,Electro,429.74,0.0,Billetera Digital,22.0
100145,14744,2024-01-03,Deportes,232.53,0.1,Tarjeta de Crédito,
132530,13498,2024-01-03,Moda,298.99,0.05,Transferencia,28.0
124100,11075,2024-01-03,Hogar,496.65,0.2,Transferencia,35.0
130773,14235,2024-01-03,Audio,191.46,0.1,Tarjeta de Crédito,35.0
120562,12491,2024-01-03,Hogar,530.22,0.0,Efectivo,55.0
107256,14820,2024-01-03,Hogar,471.85,0.2,Tarjeta de Crédito,55.0
105768,11024,2024-01-03,Audio,536.91,0.2,Billetera Digital,65.0
126956,14452,2024-01-03,Moda,798.28,0.2,Tarjeta de Crédito,28.0
138939,11691,2024-01-03,Moda,451.25,0.0,Tarjeta de Crédito,55.0
119974,13360,2024-01-03,Deportes,982.78,0.0,Billetera Digital,42.0
115086,11594,2024-01-03,Moda,302.15,0.0,Transferencia,35.0
133151,13566,2024-01-03,Hogar,930.25,0.2,Transferencia,35.0
147669,10637,2024-01-03,Audio,87.3,0.2,Tarjeta de Crédito,
138924,12419,2024-01-03,Deportes,202.01,0.2,Efectivo,35.0
124162,13300,2024-01-03,Deportes,903.01,0.0,Efectivo,65.0
124439,10168,2024-01-03,Hogar,614.44,0.05,Tarjeta de Crédito,65.0
147433,12283,2024-01-03,Hogar,195.4,0.0,Efectivo,35.0
139233,14503,2024-01-03,Audio,259.63,0.0,Transferencia,28.0
142108,14346,2024-01-03,Deportes,649.39,0.0,Tarjeta de Crédito,65.0
122432,13595,2024-01-03,Hogar,631.66,0.0,Transferencia,35.0
105875,14631,2024-01-03,Electro,240.55,0.0,Tarjeta de Crédito,28.0
139600,12250,2024-01-03,Hogar,1193.28,0.05,Billetera Digital,
126967,13371,2024-01-03,Electro,639.82,0.2,Tarjeta de Crédito,28.0
109095,12685,2024-01-03,Deportes,623.66,0.05,Billetera Digital,22.0
110667,14359,2024-01-04,Electro,341.2,0.1,Billetera Digital,35.0
126771,10985,2024-01-04,Audio,281.26,0.0,Transferencia,28.0
118603,13896,2024-01-04,Electro,345.56,0.05,Efectivo,55.0
143333,10484,2024-01-04,Audio,199.44,0.0,Tarjeta de Crédito,65.0
113156,11216,2024-01-04,Deportes,175.72,0.0,Tarjeta de Crédito,35.0
147473,11810,2024-01-04,Hogar,107.58,0.0,Efectivo,35.0
111014,11603,2024-01-04,Audio,1304.27,0.05,Tarjeta de Crédito,22.0
141402,10070,2024-01-04,Audio,926.59,0.1,Transferencia,42.0
103934,12677,2024-01-04,Audio,519.0,0.0,Transferencia,35.0
117107,14474,2024-01-04,Electro,988.76,0.0,Tarjeta de Crédito,22.0
123805,11378,2024-01-04,Audio,810.32,0.05,Tarjeta de Crédito,22.0
145495,11108,2024-01-04,Moda,172.52,0.0,Efectivo,28.0
121024,10945,2024-01-04,Deportes,330.7,0.05,Efectivo,22.0
116662,10286,2024-01-04,Deportes,1507.08,0.0,Efectivo,35.0
130232,11407,2024-01-04,Audio,374.81,0.0,Efectivo,55.0
112539,12788,2024-01-04,Audio,189.13,0.05,Transferencia,22.0
149684,11790,2024-01-04,Deportes,364.49,0.05,Transferencia,35.0
120142,13837,2024-01-04,Moda,670.89,0.05,Billetera Digital,55.0
126924,13849,2024-01-04,Deportes,466.66,0.0,Tarjeta de Crédito,35.0
129340,12560,2024-01-04,Moda,803.35,0.0,Billetera Digital,35.0
123495,10146,2024-01-04,Deportes,263.93,0.0,Billetera Digital,35.0
134997,13052,2024-01-04,Moda,819.44,0.1,Tarjeta de Crédito,22.0
138608,11847,2024-01-04,Electro,477.1,0.0,Efectivo,28.0
131447,13525,2024-01-04,Moda,167.73,0.0,Transferencia,28.0
137263,12643,2024-01-04,Audio,193.06,0.05,Billetera Digital,28.0
148948,12262,2024-01-04,Hogar,801.24,0.0,Efectivo,22.0
111093,14806,2024-01-04,Electro,272.59,0.0,Tarjeta de Crédito,22.0
110042,12234,2024-01-04,Deportes,115.46,0.0,Efectivo,28.0
134862,14895,2024-01-04,Electro,279.91,0.05,Transferencia,35.0
111504,14191,2024-01-04,Electro,711.13,0.2,Billetera Digital,42.0
130830,12583,2024-01-04,Hogar,379.27,0.05,Efectivo,22.0
144985,14820,2024-01-04,Electro,292.72,0.0,Transferencia,28.0
147554,10513,2024-01-04,Electro,237.64,0.05,Efectivo,35.0
111443,10592,2024-01-04,Deportes,116.85,0.1,Transferencia,22.0
125850,13072,2024-01-04,Electro,946.01,0.0,Billetera Digital,42.0
110059,13130,2024-01-04,Hogar,152.52,0.0,Billetera Digital,65.0
132444,14341,2024-01-04,Hogar,417.25,0.0,Efectivo,55.0
140874,12772,2024-01-04,Deportes,467.62,0.05,Billetera Digital,35.0
140604,14599,2024-01-04,Hogar,863.18,0.05,Transferencia,65.0
122080,14463,2024-01-04,Electro,259.18,0.1,Tarjeta de Crédito,28.0
100795,13812,2024-01-04,Audio,344.77,0.0,Billetera Digital,35.0
141998,10512,2024-01-04,Moda,554.37,0.0,Tarjeta de Crédito,35.0
143737,12921,2024-01-04,Hogar,296.7,0.05,Efectivo,35.0
116417,12226,2024-01-04,Moda,222.71,0.1,Tarjeta de Crédito,35.0
133257,10167,2024-01-04,Audio,500.45,0.0,Tarjeta de Crédito,22.0
117401,13917,2024-01-04,Audio,257.22,0.0,Transferencia,28.0
103567,11988,2024-01-04,Electro,389.97,0.05,Transferencia,35.0
108106,13972,2024-01-04,Electro,91.47,0.2,Tarjeta de Crédito,28.0
105415,10305,2024-01-04,Deportes,260.49,0.0,Tarjeta de Crédito,28.0
101531,12946,2024-01-04,Audio,230.62,0.1,Efectivo,42.0
101170,13363,2024-01-04,Audio,921.5,0.05,Transferencia,42.0
110374,12178,2024-01-04,Electro,500.82,0.0,Efectivo,35.0
119409,13696,2024-01-04,Moda,265.56,0.0,Tarjeta de Crédito,35.0
113858,11165,2024-01-04,Audio,947.67,0.0,Billetera Digital,55.0
112001,12337,2024-01-04,Electro,176.82,0.0,Tarjeta de Crédito,35.0
104861,11960,2024-01-04,Hogar,665.61,0.0,Tarjeta de Crédito,35.0
122099,12544,2024-01-04,Electro,500.31,0.2,Tarjeta de Crédito,55.0
125357,13534,2024-01-04,Electro,307.39,0.0,Efectivo,35.0
101502,14026,2024-01-04,Moda,770.07,0.0,Tarjeta de Crédito,42.0
132227,13178,2024-01-04,Audio,248.14,0.0,Billetera Digital,42.0
130483,11778,2024-01-04,Moda,486.54,0.05,Efectivo,22.0
120973,10018,2024-01-04,Electro,881.78,0.0,Billetera Digital,35.0
109956,11110,2024-01-04,Moda,181.72,0.1,Efectivo,35.0
129323,12481,2024-01-04,Hogar,947.84,0.2,Efectivo,22.0
135212,10652,2024-01-04,Hogar,271.26,0.05,Tarjeta de Crédito,35.0
118190,14574,2024-01-04,Moda,169.86,0.0,Tarjeta de Crédito,35.0
127107,13092,2024-01-04,Electro,277.87,0.0,Efectivo,55.0
115693,11791,2024-01-04,Audio,167.48,0.05,Billetera Digital,35.0
142095,14968,2024-01-04,Deportes,158.19,0.2,Tarjeta de Crédito,35.0
100767,14580,2024-01-04,Hogar,344.45,0.0,Tarjeta de Crédito,28.0
118679,13290,2024-01-04,Moda,345.77,0.0,Billetera Digital,
140645,12744,2024-01-04,Electro,309.5,0.0,Transferencia,42.0
142829,11663,2024-01-04,Hogar,611.17,0.0,Efectivo,35.0
145827,14546,2024-01-04,Hogar,597.46,0.0,Tarjeta de Crédito,42.0
107821,14662,2024-01-04,Audio,777.52,0.0,Efectivo,35.0
108964,10881,2024-01-04,Audio,324.52,0.05,Efectivo,35.0
129825,12902,2024-01-04,Hogar,949.89,0.05,Tarjeta de Crédito,28.0
140031,13131,2024-01-04,Moda,241.26,0.0,Tarjeta de Crédito,
138051,10013,2024-01-04,Moda,410.67,0.1,Billetera Digital,35.0
149262,10116,2024-01-05,Hogar,428.1,0.0,Efectivo,35.0
105819,13331,2024-01-05,Deportes,403.52,0.0,Efectivo,
103862,10294,2024-01-05,Electro,410.08,0.2,Transferencia,35.0
105404,13496,2024-01-05,Electro,211.2,0.0,Tarjeta de Crédito,65.0
108599,14945,2024-01-05,Electro,1073.76,0.0,Transferencia,55.0
100903,11248,2024-01-05,Audio,188.3,0.1,Transferencia,
134662,14770,2024-01-05,Audio,433.95,0.0,Efectivo,42.0
133437,12292,2024-01-05,Audio,345.63,0.0,Billetera Digital,55.0
103854,11911,2024-01-05,Hogar,104.38,0.0,Tarjeta de Crédito,55.0
127314,10017,2024-01-05,Electro,1159.95,0.0,Efectivo,22.0
105743,10115,2024-01-05,Moda,152.36,0.0,Efectivo,55.0
123633,12699,2024-01-05,Moda,271.45,0.0,Transferencia,28.0
115304,11004,2024-01-05,Hogar,1075.37,0.0,Billetera Digital,
148457,13446,2024-01-05,Deportes,333.92,0.1,Transferencia,28.0
131180,10733,2024-01-05,Hogar,598.49,0.0,Transferencia,28.0
112190,12906,2024-01-05,Deportes,242.49,0.1,Efectivo,35.0
101499,10988,2024-01-05,Hogar,1138.89,0.1,Tarjeta de Crédito,55.0
124594,14230,2024-01-05,Audio,703.07,0.0,Transferencia,28.0
141910,11431,2024-01-05,Audio,697.47,0.05,Efectivo,42.0
138770,14403,2024-01-05,Electro,422.47,0.1,Efectivo,35.0
118750,11248,2024-01-05,Electro,287.5,0.0,Transferencia,55.0
122085,13612,2024-01-05,Electro,389.71,0.0,Tarjeta de Crédito,55.0
104958,13121,2024-01-05,Audio,864.41,0.0,Efectivo,22.0
134944,12934,2024-01-05,Deportes,396.34,0.1,Billetera Digital,
129118,14314,2024-01-05,Audio,861.1,0.05,Tarjeta de Crédito,35.0
132254,10296,2024-01-05,Electro,413.57,0.2,Tarjeta de Crédito,22.0
132274,10230,2024-01-05,Hogar,165.53,0.0,Billetera Digital,
120272,11084,2024-01-05,Electro,596.89,0.0,Billetera Digital,42.0
100652,14976,2024-01-05,Deportes,449.66,0.0,Transferencia,28.0
139641,14557,2024-01-05,Moda,87.66,0.0,Billetera Digital,35.0
134184,13306,2024-01-05,Deportes,253.6,0.2,Transferencia,55.0
137045,10368,2024-01-05,Deportes,403.09,0.0,Efectivo,65.0
111822,12426,2024-01-05,Hogar,217.72,0.05,Transferencia,28.0
105964,13791,2024-01-05,Deportes,506.46,0.05,Billetera Digital,35.0
145405,14966,2024-01-05,Hogar,255.85,0.1,Transferencia,35.0
149149,12117,2024-01-05,Deportes,331.88,0.0,Billetera Digital,35.0
148313,14836,2024-01-05,Electro,339.28,0.0,Efectivo,42.0
104146,13293,2024-01-05,Deportes,511.45,0.0,Billetera Digital,55.0
108448,10788,2024-01-05,Audio,854.9,0.05,Tarjeta de Crédito,22.0
126682,10267,2024-01-05,Hogar,108.89,0.0,Billetera Digital,42.0
101162,12681,2024-01-05,Electro,509.18,0.2,Transferencia,42.0
115851,11026,2024-01-05,Hogar,483.59,0.1,Tarjeta de Crédito,28.0
112748,13071,2024-01-05,Electro,298.94,0.05,Tarjeta de Crédito,55.0
120549,10156,2024-01-05,Deportes,431.75,0.1,Billetera Digital,28.0
127843,12388,2024-01-05,Moda,70.98,0.2,Billetera Digital,35.0
105244,10243,2024-01-05,Moda,298.76,0.2,Efectivo,28.0
104252,11448,2024-01-05,Electro,635.16,0.0,Efectivo,55.0
136800,13385,2024-01-05,Electro,417.17,0.0,Efectivo,42.0
138700,12995,2024-01-05,Hogar,278.02,0.05,Efectivo,28.0
126371,10152,2024-01-05,Deportes,836.35,0.0,Tarjeta de Crédito,22.0
120175,10606,2024-01-05,Electro,372.39,0.0,Tarjeta de Crédito,22.0
129401,13731,2024-01-05,Hogar,802.79,0.2,Efectivo,65.0
127373,11142,2024-01-05,Hogar,230.4,0.1,Tarjeta de Crédito,42.0
127949,13918,2024-01-05,Hogar,312.69,0.0,Billetera Digital,35.0
134648,11683,2024-01-05,Hogar,535.28,0.05,Efectivo,42.0
100018,14843,2024-01-05,Moda,426.63,0.0,Transferencia,35.0
118249,10707,2024-01-05,Moda,497.57,0.0,Transferencia,42.0
102386,14835,2024-01-05,Hogar,792.42,0.0,Efectivo,42.0
138315,12890,2024-01-05,Moda,603.21,0.0,Transferencia,42.0
140203,12141,2024-01-05,Electro,147.5,0.0,Billetera Digital,42.0
125716,14347,2024-01-05,Hogar,343.74,0.0,Billetera Digital,35.0
128363,13202,2024-01-05,Electro,666.6,0.0,Efectivo,22.0
116654,11116,2024-01-05,Deportes,1243.13,0.05,Efectivo,28.0
110189,14262,2024-01-05,Moda,605.13,0.0,Efectivo,35.0
103738,13545,2024-01-05,Moda,1131.36,0.0,Transferencia,22.0
146984,14259,2024-01-05,Hogar,168.84,0.05,Tarjeta de Crédito,22.0
103361,12606,2024-01-05,Audio,243.02,0.0,Tarjeta de Crédito,35.0
121274,11365,2024-01-05,Moda,215.75,0.0,Efectivo,42.0
140705,12833,2024-01-05,Electro,642.23,0.0,Billetera Digital,28.0
133303,12390,2024-01-05,Deportes,168.12,0.0,Efectivo,22.0
110251,13544,2024-01-05,Hogar,621.68,0.0,Transferencia,28.0
129935,12936,2024-01-05,Audio,441.5,0.05,Efectivo,35.0
115614,13198,2024-01-05,Electro,339.77,0.0,Efectivo,22.0
100076,11076,2024-01-05,Audio,635.01,0.05,Billetera Digital,65.0
134772,13936,2024-01-05,Electro,175.88,0.0,Billetera Digital,28.0
119056,11197,2024-01-06,Audio,380.35,0.0,Billetera Digital,42.0
114205,10653,2024-01-06,Hogar,602.44,0.0,Billetera Digital,22.0
106512,13555,2024-01-06,Moda,381.25,0.05,Transferencia,35.0
108526,10002,2024-01-06,Audio,325.66,0.0,Efectivo,28.0
107376,13457,2024-01-06,Hogar,189.43,0.2,Efectivo,28.0
134248,11270,2024-01-06,Electro,458.17,0.0,Transferencia,22.0
149824,13849,2024-01-06,Deportes,214.02,0.0,Efectivo,35.0
134030,10403,2024-01-06,Deportes,189.32,0.0,Tarjeta de Crédito,35.0
106963,11025,2024-01-06,Electro,634.83,0.0,Tarjeta de Crédito,35.0
105824,11567,2024-01-06,Audio,172.14,0.0,Transferencia,22.0
107239,11095,2024-01-06,Deportes,1572.89,0.0,Billetera Digital,28.0
127111,11488,2024-01-06,Moda,269.3,0.2,Transferencia,35.0
