id_transaccion,id_cliente,fecha_compra,categoria_prod,precio_bruto,descuento_aplicado,metodo_pago,edad_cliente,estado_cliente,precio_final
136706,13616,2024-01-02,Audio,366.64,0.0,Transferencia,55,Churn,366.64
113543,10888,2024-01-02,Hogar,526.45,0.0,Efectivo,55,Activo,526.45
142566,10319,2024-01-02,Hogar,1053.43,0.05,Transferencia,28,Activo,1000.7585
109870,14760,2024-01-02,Electro,795.69,0.05,Tarjeta de Crédito,22,Activo,755.9055
109874,14087,2024-01-02,Moda,693.83,0.05,Billetera Digital,28,Activo,659.1385
115671,12339,2024-01-02,Audio,1087.99,0.05,Billetera Digital,35,Activo,1033.5905
124933,13977,2024-01-02,Hogar,263.26,0.05,Billetera Digital,65,Activo,250.09699999999998
103888,14970,2024-01-02,Hogar,1074.57,0.0,Tarjeta de Crédito,22,Activo,1074.57
144391,10494,2024-01-02,Moda,176.73,0.1,Efectivo,35,Churn,159.057
104245,12961,2024-01-02,Moda,173.99,0.05,Transferencia,22,Churn,165.2905
148115,13741,2024-01-02,Audio,450.31,0.05,Transferencia,55,Activo,427.79449999999997
129856,13327,2024-01-02,Audio,412.72,0.0,Efectivo,35,Activo,412.72
117934,12807,2024-01-02,Audio,129.14,0.0,Billetera Digital,65,Churn,129.14
118849,10975,2024-01-02,Hogar,282.03,0.0,Transferencia,35,Activo,282.03
113888,11923,2024-01-02,Electro,387.99,0.0,Tarjeta de Crédito,22,Activo,387.99
121003,12400,2024-01-02,Hogar,233.58,0.0,Billetera Digital,22,Activo,233.58
139876,10885,2024-01-02,Audio,918.4,0.05,Billetera Digital,35,Activo,872.4799999999999
120155,13894,2024-01-02,Audio,170.29,0.05,Billetera Digital,28,Activo,161.7755
147413,11147,2024-01-02,Audio,275.54,0.0,Transferencia,65,Activo,275.54
124939,14673,2024-01-02,Audio,412.34,0.0,Tarjeta de Crédito,42,Activo,412.34
110767,10459,2024-01-02,Audio,971.35,0.0,Transferencia,28,Activo,971.35
124747,14718,2024-01-02,Deportes,452.75,0.0,Transferencia,22,Activo,452.75
109292,12686,2024-01-03,Deportes,150.13,0.1,Billetera Digital,42,Activo,135.117
103823,10368,2024-01-03,Moda,101.05,0.05,Tarjeta de Crédito,22,Activo,95.99749999999999
134328,10067,2024-01-03,Audio,118.89,0.0,Tarjeta de Crédito,28,Activo,118.89
120993,14760,2024-01-03,Electro,847.53,0.0,Billetera Digital,35,Activo,847.53
126892,10088,2024-01-03,Moda,714.12,0.0,Transferencia,35,Activo,714.12
119338,10122,2024-01-03,Deportes,209.96,0.0,Efectivo,28,Activo,209.96
129459,13851,2024-01-03,Moda,580.96,0.1,Tarjeta de Crédito,65,Activo,522.864
138088,11403,2024-01-03,Electro,265.93,0.2,Efectivo,55,Activo,212.74400000000003
138574,10506,2024-01-03,Hogar,96.43,0.1,Transferencia,35,Activo,86.787
105467,14130,2024-01-03,Moda,1552.44,0.0,Billetera Digital,22,Activo,1552.44
140257,12000,2024-01-03,Deportes,402.47,0.05,Transferencia,28,Activo,382.3465
147594,12883,2024-01-03,Hogar,542.18,0.0,Efectivo,42,Activo,542.18
115753,11908,2024-01-03,Moda,144.17,0.0,Efectivo,42,Activo,144.17
115770,10018,2024-01-03,Hogar,557.35,0.0,Efectivo,65,Activo,557.35
121049,12324,2024-01-03,Moda,405.48,0.0,Tarjeta de Crédito,65,Activo,405.48
116511,14779,2024-01-03,Moda,70.54,0.05,Efectivo,55,Activo,67.013
114330,12379,2024-01-03,Moda,296.73,0.05,Tarjeta de Crédito,22,Churn,281.8935
129964,14049,2024-01-03,Audio,179.99,0.0,Billetera Digital,65,Activo,179.99
134895,12882,2024-01-03,Electro,644.2,0.0,Efectivo,42,Activo,644.2
143359,12172,2024-01-03,Hogar,133.51,0.0,Transferencia,42,Activo,133.51
105510,12112,2024-01-03,Hogar,243.25,0.0,Efectivo,22,Activo,243.25
144218,12155,2024-01-03,Electro,202.33,0.05,Billetera Digital,35,Activo,192.2135
102359,12320,2024-01-03,Electro,112.12,0.0,Tarjeta de Crédito,55,Activo,112.12
127034,12069,2024-01-03,Moda,688.12,0.0,Billetera Digital,35,Activo,688.12
119296,13634,2024-01-03,Electro,569.67,0.05,Tarjeta de Crédito,22,Activo,541.1864999999999
123663,12721,2024-01-03,Hogar,623.78,0.0,Transferencia,28,Activo,623.78
114204,13123,2024-01-03,Electro,318.38,0.05,Billetera Digital,28,Activo,302.46099999999996
140561,10958,2024-01-03,Hogar,164.97,0.1,Efectivo,65,Activo,148.473
135042,13134,2024-01-03,Audio,210.53,0.0,Efectivo,22,Activo,210.53
135039,12983,2024-01-03,Moda,578.05,0.1,Tarjeta de Crédito,22,Activo,520.245
128889,11693,2024-01-03,Deportes,127.54,0.05,Efectivo,22,Activo,121.163
115822,10967,2024-01-03,Deportes,551.47,0.0,Billetera Digital,35,Activo,551.47
100219,14548,2024-01-03,Deportes,273.68,0.05,Billetera Digital,28,Activo,259.996
113062,11953,2024-01-03,Electro,124.07,0.0,Tarjeta de Crédito,55,Activo,124.07
100607,12779,2024-01-03,Electro,231.26,0.0,Efectivo,28,Activo,231.26
111611,13614,2024-01-03,Moda,500.12,0.05,Tarjeta de Crédito,35,Activo,475.114
145425,14372,2024-01-03,Audio,426.9,0.0,Billetera Digital,28,Activo,426.9
109298,12431,2024-01-03,Audio,421.57,0.0,Efectivo,28,Activo,421.57
123869,13446,2024-01-03,Deportes,191.04,0.0,Billetera Digital,42,Activo,191.04
105291,13715,2024-01-03,Moda,253.74,0.1,Transferencia,28,Churn,228.366
145430,10340,2024-01-03,Electro,201.64,0.0,Tarjeta de Crédito,35,Activo,201.64
132604,13856,2024-01-03,Electro,116.64,0.0,Transferencia,55,Activo,116.64
132959,10836,2024-01-03,Electro,429.74,0.0,Billetera Digital,22,Activo,429.74
100145,14744,2024-01-03,Deportes,232.53,0.1,Tarjeta de Crédito,35,Activo,209.27700000000002
132530,13498,2024-01-03,Moda,298.99,0.05,Transferencia,28,Activo,284.0405
124100,11075,2024-01-03,Hogar,496.65,0.2,Transferencia,35,Activo,397.32
130773,14235,2024-01-03,Audio,191.46,0.1,Tarjeta de Crédito,35,Activo,172.31400000000002
120562,12491,2024-01-03,Hogar,530.22,0.0,Efectivo,55,Activo,530.22
107256,14820,2024-01-03,Hogar,471.85,0.2,Tarjeta de Crédito,55,Activo,377.48
105768,11024,2024-01-03,Audio,536.91,0.2,Billetera Digital,65,Activo,429.528
126956,14452,2024-01-03,Moda,798.28,0.2,Tarjeta de Crédito,28,Activo,638.624
138939,11691,2024-01-03,Moda,451.25,0.0,Tarjeta de Crédito,55,Activo,451.25
119974,13360,2024-01-03,Deportes,982.78,0.0,Billetera Digital,42,Activo,982.78
115086,11594,2024-01-03,Moda,302.15,0.0,Transferencia,35,Activo,302.15
133151,13566,2024-01-03,Hogar,930.25,0.2,Transferencia,35,Activo,744.2
147669,10637,2024-01-03,Audio,87.3,0.2,Tarjeta de Crédito,35,Activo,69.84
138924,12419,2024-01-03,Deportes,202.01,0.2,Efectivo,35,Activo,161.608
124162,13300,2024-01-03,Deportes,903.01,0.0,Efectivo,65,Activo,903.01
124439,10168,2024-01-03,Hogar,614.44,0.05,Tarjeta de Crédito,65,Activo,583.7180000000001
147433,12283,2024-01-03,Hogar,195.4,0.0,Efectivo,35,Activo,195.4
139233,14503,2024-01-03,Audio,259.63,0.0,Transferencia,28,Activo,259.63
142108,14346,2024-01-03,Deportes,649.39,0.0,Tarjeta de Crédito,65,Activo,649.39
122432,13595,2024-01-03,Hogar,631.66,0.0,Transferencia,35,Activo,631.66
105875,14631,2024-01-03,Electro,240.55,0.0,Tarjeta de Crédito,28,Activo,240.55
139600,12250,2024-01-03,Hogar,1193.28,0.05,Billetera Digital,35,Activo,1133.616
126967,13371,2024-01-03,Electro,639.82,0.2,Tarjeta de Crédito,28,Activo,511.85600000000005
109095,12685,2024-01-03,Deportes,623.66,0.05,Billetera Digital,22,Activo,592.477
110667,14359,2024-01-04,Electro,341.2,0.1,Billetera Digital,35,Churn,307.08
126771,10985,2024-01-04,Audio,281.26,0.0,Transferencia,28,Activo,281.26
118603,13896,2024-01-04,Electro,345.56,0.05,Efectivo,55,Activo,328.282
143333,10484,2024-01-04,Audio,199.44,0.0,Tarjeta de Crédito,65,Activo,199.44
113156,11216,2024-01-04,Deportes,175.72,0.0,Tarjeta de Crédito,35,Activo,175.72
147473,11810,2024-01-04,Hogar,107.58,0.0,Efectivo,35,Churn,107.58
111014,11603,2024-01-04,Audio,1304.27,0.05,Tarjeta de Crédito,22,Activo,1239.0565
141402,10070,2024-01-04,Audio,926.59,0.1,Transferencia,42,Activo,833.931
103934,12677,2024-01-04,Audio,519.0,0.0,Transferencia,35,Activo,519.0
117107,14474,2024-01-04,Electro,988.76,0.0,Tarjeta de Crédito,22,Activo,988.76
123805,11378,2024-01-04,Audio,810.32,0.05,Tarjeta de Crédito,22,Activo,769.804
145495,11108,2024-01-04,Moda,172.52,0.0,Efectivo,28,Churn,172.52
121024,10945,2024-01-04,Deportes,330.7,0.05,Efectivo,22,Activo,314.16499999999996
116662,10286,2024-01-04,Deportes,1507.08,0.0,Efectivo,35,Activo,1507.08
130232,11407,2024-01-04,Audio,374.81,0.0,Efectivo,55,Activo,374.81
112539,12788,2024-01-04,Audio,189.13,0.05,Transferencia,22,Churn,179.6735
149684,11790,2024-01-04,Deportes,364.49,0.05,Transferencia,35,Activo,346.2655
120142,13837,2024-01-04,Moda,670.89,0.05,Billetera Digital,55,Activo,637.3454999999999
126924,13849,2024-01-04,Deportes,466.66,0.0,Tarjeta de Crédito,35,Activo,466.66
129340,12560,2024-01-04,Moda,803.35,0.0,Billetera Digital,35,Activo,803.35
123495,10146,2024-01-04,Deportes,263.93,0.0,Billetera Digital,35,Activo,263.93
134997,13052,2024-01-04,Moda,819.44,0.1,Tarjeta de Crédito,22,Activo,737.4960000000001
138608,11847,2024-01-04,Electro,477.1,0.0,Efectivo,28,Activo,477.1
131447,13525,2024-01-04,Moda,167.73,0.0,Transferencia,28,Activo,167.73
137263,12643,2024-01-04,Audio,193.06,0.05,Billetera Digital,28,Churn,183.40699999999998
148948,12262,2024-01-04,Hogar,801.24,0.0,Efectivo,22,Activo,801.24
111093,14806,2024-01-04,Electro,272.59,0.0,Tarjeta de Crédito,22,Activo,272.59
110042,12234,2024-01-04,Deportes,115.46,0.0,Efectivo,28,Activo,115.46
134862,14895,2024-01-04,Electro,279.91,0.05,Transferencia,35,Activo,265.91450000000003
111504,14191,2024-01-04,Electro,711.13,0.2,Billetera Digital,42,Activo,568.904
130830,12583,2024-01-04,Hogar,379.27,0.05,Efectivo,22,Activo,360.30649999999997
144985,14820,2024-01-04,Electro,292.72,0.0,Transferencia,28,Activo,292.72
147554,10513,2024-01-04,Electro,237.64,0.05,Efectivo,35,Activo,225.75799999999998
111443,10592,2024-01-04,Deportes,116.85,0.1,Transferencia,22,Activo,105.16499999999999
125850,13072,2024-01-04,Electro,946.01,0.0,Billetera Digital,42,Churn,946.01
110059,13130,2024-01-04,Hogar,152.52,0.0,Billetera Digital,65,Activo,152.52
132444,14341,2024-01-04,Hogar,417.25,0.0,Efectivo,55,Activo,417.25
140874,12772,2024-01-04,Deportes,467.62,0.05,Billetera Digital,35,Churn,444.239
140604,14599,2024-01-04,Hogar,863.18,0.05,Transferencia,65,Activo,820.021
122080,14463,2024-01-04,Electro,259.18,0.1,Tarjeta de Crédito,28,Activo,233.262
100795,13812,2024-01-04,Audio,344.77,0.0,Billetera Digital,35,Activo,344.77
141998,10512,2024-01-04,Moda,554.37,0.0,Tarjeta de Crédito,35,Activo,554.37
143737,12921,2024-01-04,Hogar,296.7,0.05,Efectivo,35,Activo,281.86499999999995
116417,12226,2024-01-04,Moda,222.71,0.1,Tarjeta de Crédito,35,Activo,200.43900000000002
133257,10167,2024-01-04,Audio,500.45,0.0,Tarjeta de Crédito,22,Activo,500.45
117401,13917,2024-01-04,Audio,257.22,0.0,Transferencia,28,Activo,257.22
103567,11988,2024-01-04,Electro,389.97,0.05,Transferencia,35,Churn,370.4715
108106,13972,2024-01-04,Electro,91.47,0.2,Tarjeta de Crédito,28,Activo,73.176
105415,10305,2024-01-04,Deportes,260.49,0.0,Tarjeta de Crédito,28,Activo,260.49
101531,12946,2024-01-04,Audio,230.62,0.1,Efectivo,42,Activo,207.55800000000002
101170,13363,2024-01-04,Audio,921.5,0.05,Transferencia,42,Activo,875.425
110374,12178,2024-01-04,Electro,500.82,0.0,Efectivo,35,Activo,500.82
119409,13696,2024-01-04,Moda,265.56,0.0,Tarjeta de Crédito,35,Activo,265.56
113858,11165,2024-01-04,Audio,947.67,0.0,Billetera Digital,55,Activo,947.67
112001,12337,2024-01-04,Electro,176.82,0.0,Tarjeta de Crédito,35,Activo,176.82
104861,11960,2024-01-04,Hogar,665.61,0.0,Tarjeta de Crédito,35,Activo,665.61
122099,12544,2024-01-04,Electro,500.31,0.2,Tarjeta de Crédito,55,Activo,400.24800000000005
125357,13534,2024-01-04,Electro,307.39,0.0,Efectivo,35,Activo,307.39
101502,14026,2024-01-04,Moda,770.07,0.0,Tarjeta de Crédito,42,Activo,770.07
132227,13178,2024-01-04,Audio,248.14,0.0,Billetera Digital,42,Activo,248.14
130483,11778,2024-01-04,Moda,486.54,0.05,Efectivo,22,Activo,462.213
120973,10018,2024-01-04,Electro,881.78,0.0,Billetera Digital,35,Activo,881.78
109956,11110,2024-01-04,Moda,181.72,0.1,Efectivo,35,Activo,163.548
129323,12481,2024-01-04,Hogar,947.84,0.2,Efectivo,22,Activo,758.272
135212,10652,2024-01-04,Hogar,271.26,0.05,Tarjeta de Crédito,35,Activo,257.697
118190,14574,2024-01-04,Moda,169.86,0.0,Tarjeta de Crédito,35,Activo,169.86
127107,13092,2024-01-04,Electro,277.87,0.0,Efectivo,55,Activo,277.87
115693,11791,2024-01-04,Audio,167.48,0.05,Billetera Digital,35,Activo,159.106
142095,14968,2024-01-04,Deportes,158.19,0.2,Tarjeta de Crédito,35,Activo,126.552
100767,14580,2024-01-04,Hogar,344.45,0.0,Tarjeta de Crédito,28,Churn,344.45
118679,13290,2024-01-04,Moda,345.77,0.0,Billetera Digital,35,Activo,345.77
140645,12744,2024-01-04,Electro,309.5,0.0,Transferencia,42,Activo,309.5
142829,11663,2024-01-04,Hogar,611.17,0.0,Efectivo,35,Activo,611.17
145827,14546,2024-01-04,Hogar,597.46,0.0,Tarjeta de Crédito,42,Activo,597.46
107821,14662,2024-01-04,Audio,777.52,0.0,Efectivo,35,Activo,777.52
108964,10881,2024-01-04,Audio,324.52,0.05,Efectivo,35,Activo,308.294
129825,12902,2024-01-04,Hogar,949.89,0.05,Tarjeta de Crédito,28,Activo,902.3955
140031,13131,2024-01-04,Moda,241.26,0.0,Tarjeta de Crédito,35,Activo,241.26
138051,10013,2024-01-04,Moda,410.67,0.1,Billetera Digital,35,Activo,369.603
149262,10116,2024-01-05,Hogar,428.1,0.0,Efectivo,35,Activo,428.1
105819,13331,2024-01-05,Deportes,403.52,0.0,Efectivo,35,Activo,403.52
103862,10294,2024-01-05,Electro,410.08,0.2,Transferencia,35,Activo,328.064
105404,13496,2024-01-05,Electro,211.2,0.0,Tarjeta de Crédito,65,Activo,211.2
108599,14945,2024-01-05,Electro,1073.76,0.0,Transferencia,55,Activo,1073.76
100903,11248,2024-01-05,Audio,188.3,0.1,Transferencia,35,Activo,169.47000000000003
134662,14770,2024-01-05,Audio,433.95,0.0,Efectivo,42,Activo,433.95
133437,12292,2024-01-05,Audio,345.63,0.0,Billetera Digital,55,Churn,345.63
103854,11911,2024-01-05,Hogar,104.38,0.0,Tarjeta de Crédito,55,Activo,104.38
127314,10017,2024-01-05,Electro,1159.95,0.0,Efectivo,22,Activo,1159.95
105743,10115,2024-01-05,Moda,152.36,0.0,Efectivo,55,Activo,152.36
123633,12699,2024-01-05,Moda,271.45,0.0,Transferencia,28,Activo,271.45
115304,11004,2024-01-05,Hogar,1075.37,0.0,Billetera Digital,35,Activo,1075.37
148457,13446,2024-01-05,Deportes,333.92,0.1,Transferencia,28,Activo,300.528
131180,10733,2024-01-05,Hogar,598.49,0.0,Transferencia,28,Activo,598.49
112190,12906,2024-01-05,Deportes,242.49,0.1,Efectivo,35,Activo,218.241
101499,10988,2024-01-05,Hogar,1138.89,0.1,Tarjeta de Crédito,55,Activo,1025.0010000000002
124594,14230,2024-01-05,Audio,703.07,0.0,Transferencia,28,Activo,703.07
141910,11431,2024-01-05,Audio,697.47,0.05,Efectivo,42,Activo,662.5965
138770,14403,2024-01-05,Electro,422.47,0.1,Efectivo,35,Activo,380.223
118750,11248,2024-01-05,Electro,287.5,0.0,Transferencia,55,Activo,287.5
122085,13612,2024-01-05,Electro,389.71,0.0,Tarjeta de Crédito,55,Activo,389.71
104958,13121,2024-01-05,Audio,864.41,0.0,Efectivo,22,Activo,864.41
134944,12934,2024-01-05,Deportes,396.34,0.1,Billetera Digital,35,Activo,356.70599999999996
129118,14314,2024-01-05,Audio,861.1,0.05,Tarjeta de Crédito,35,Activo,818.045
132254,10296,2024-01-05,Electro,413.57,0.2,Tarjeta de Crédito,22,Activo,330.856
132274,10230,2024-01-05,Hogar,165.53,0.0,Billetera Digital,35,Activo,165.53
120272,11084,2024-01-05,Electro,596.89,0.0,Billetera Digital,42,Activo,596.89
